Developer_ID,Developer_Name,Team,Experience_Years,Country,Repository,Language,Stars,Forks,Watchers,Open_Issues,Closed_Issues,Pull_Requests,Merged_PRs,Commit_Date,Commit_Time,Files_Changed,Lines_Added,Lines_Deleted,Coding_Hours,Bugs_Introduced,Bugs_Fixed,Code_Review_Time_Hours,Build_Status,CI_Failures,Weekend_Commit,Night_Commit,Sprint,Repo_Size_MB,License
D0344,Chris,DevOps,,India,Atlas,Java,4260,570,1569,23,387,182,158,10/04/2024,25:61,47,2457,1885,1.0,1,10,67.8,FAIL,9,No,No,Sprint-12,3666.5,GPL
D0473,Alex,DevOps,9.0,India,Atlas, PYTHON,-5,785,1311,87,557,87,214,11/09/2023,00:00,95,1728,1485,9.6,27,2,35.0, ,4,Yes,Yes,Sprint-1,3169.8,
D0233,Alex,AI,,India,Forge,Python,247,105,4525,28,389,33,373,2024-03-06,00:00,43,4255,2048,1.7,19,9,5.2,Failed,4,No,Yes,Sprint-8,2840.3,GPL
D0368, ,Frontend,,Germany,Nova,Rust,4015,668,4859,174,126,169,450,23/07/2023,25:61,67,1454,1894,6.2,11,7,37.4, ,6,No,No,Sprint-8,3261.5,MIT
D0308,Alex,Backend,,USA,Atlas,,-5,755,1747,79,702,240,75,02/07/2024,25:61,28,2562,2832,13.6,10,1,56.7,Failed,0,No,Yes,Sprint-9,3509.5,MIT
D0696, ,AI,,USA,Atlas,Go,-5,189,2738,110,333,499,431,12/10/2024,00:00,60,67,2542,11.9,17,18,62.8, ,9,Yes,No,Sprint-10,1900.6,Apache-2.0
D0447,Taylor,DevOps,,India,Forge,Go,-5,150,5628,98,320,89,343,14/11/2023,8PM,13,1272,1919,7.8,6,20,60.1, ,6,No,No,Sprint-11,299.6,GPL
D0515,Alex,Frontend,8.3,India,Nova,TypeScript,3418,781,300,146,916,401,237,03/01/2023,25:61,39,4556,1162,5.9,28,17,64.0,Failed,6,No,No,Sprint-4,1937.7,Apache-2.0
D0007,Sam,Platform,,USA,Nova,Java,-5,884,5893,79,490,82,314,26/02/2023,25:61,22,5,834,7.6,25,22,51.2,Success,8,Yes,Yes,Sprint-8,1130.7,GPL
D0296,Alex,Platform,13.4,India,Atlas, PYTHON,-5,646,3415,154,309,5,177,2025-05-31,8PM,59,4178,2753,1.3,8,7,11.9,Success,10,No,No,Sprint-8,4354.2,MIT
D0271,Sam,Frontend,,India,Nova,pyhton,1438,861,1242,199,172,287,247,02/07/2023,00:00,30,3243,2632,11.7,20,20,26.8,Success,4,Yes,Yes,Sprint-9,2501.8,Apache-2.0
D0402,Taylor,Backend,0.7,Germany,Forge,python,-5,813,3220,49,386,175,448,24/01/2023,8PM,94,958,2196,14.0,17,29,37.7,Failed,1,Yes,Yes,Sprint-2,56.7,
D0505,Sam,Frontend,10.1,USA,Nova,,999999,636,2080,15,4,259,26,2024-03-12,8PM,13,3674,1225,7.1,15,28,56.1, ,4,Yes,Yes,Sprint-4,83.5,
D0219,Alex,DevOps,11.6,Germany,Atlas,,-5,23,4485,152,448,139,460,22/11/2023,8PM,100,450,786,0.3,8,5,14.0, ,2,Yes,Yes,Sprint-1,2264.5,GPL
D0462, ,AI,14.4,Germany,Atlas, PYTHON,566,941,3454,1,355,266,58,02/11/2023,25:61,56,3121,1021,11.4,15,24,55.2,FAIL,10,Yes,Yes,Sprint-9,4104.9,
D0510,Taylor,DevOps,,India,Atlas,pyhton,4897,274,3186,56,354,463,329,2024-05-08,25:61,11,59,1855,12.4,3,1,17.5, ,4,No,Yes,Sprint-1,980.1,
D0344,Alex,Platform,,India,Atlas,Python,4763,915,4696,0,407,433,94,21/10/2024,8PM,50,425,554,10.7,23,8,27.0,Success,6,Yes,Yes,Sprint-10,1274.6,MIT
D0180,Alex,Platform,12.6,Germany,Forge,python,-5,657,1978,108,988,497,205,04/07/2024,8PM,51,4190,1839,12.8,22,18,40.4,FAIL,5,No,No,Sprint-11,1311.5,GPL
D0408,Taylor,Frontend,,Germany,Forge,Go,999999,691,1717,169,639,227,100,2023-02-18,25:61,52,1636,14,9.6,11,10,3.0, ,7,No,Yes,Sprint-11,1446.2,MIT
D0220,Chris,Platform,,India,Atlas,Go,3308,560,3819,37,433,279,12,11/07/2023,8PM,100,2748,2262,8.2,1,22,44.9,Failed,10,Yes,No,Sprint-10,3351.7,
D0586, ,AI,,India,Nova,pyhton,3335,551,4428,68,17,20,341,02/05/2025,00:00,54,-38,1963,11.8,11,26,25.5,Success,6,Yes,Yes,Sprint-3,2683.3,GPL
D0423,Chris,DevOps,7.8,Germany,Forge,Go,3370,540,776,27,891,411,228,2024-05-23,25:61,60,335,209,9.8,22,25,35.6,Success,5,Yes,No,Sprint-1,754.2,GPL
D0544, ,Frontend,,India,Atlas,,-5,612,402,147,930,335,118,03/12/2024,8PM,81,4170,2797,8.7,27,20,1.8,Failed,1,No,Yes,Sprint-5,3820.3,
D0502, ,Platform,7.5,USA,Atlas,Rust,999999,869,428,105,236,209,456,2024-02-11,00:00,62,3973,1723,8.5,10,22,2.0, ,4,Yes,No,Sprint-8,1935.8,
D0174,Chris,Platform,11.5,USA,Atlas,python,650,317,5255,82,245,76,312,2024-11-27,00:00,27,978,2174,8.0,6,24,64.9, ,1,No,No,Sprint-8,466.3,Apache-2.0
D0027,Taylor,Frontend,,India,Nova,Rust,-5,171,5480,28,96,359,149,07/07/2024,8PM,58,917,2227,0.7,13,17,62.3,FAIL,8,No,Yes,Sprint-10,4507.1,GPL
D0033,Sam,Backend,9.1,India,Nova,TypeScript,-5,267,432,153,849,2,68,21/01/2024,25:61,31,290,104,10.9,15,29,46.6,Success,6,Yes,Yes,Sprint-6,551.9,
D0556,Chris,AI,11.1,India,Atlas, PYTHON,-5,786,3265,174,106,166,124,2024-10-27,25:61,3,471,2766,4.4,16,26,12.8,Success,2,No,Yes,Sprint-10,679.6,MIT
D0278,Taylor,DevOps,,India,Atlas,Python,999999,560,4081,160,403,166,474,30/10/2023,00:00,5,4935,2809,10.2,2,2,54.4,Failed,5,Yes,Yes,Sprint-1,1216.1,
D0504,Alex,Frontend,9.8,USA,Nova, PYTHON,999999,840,730,14,923,75,157,2024-02-08,25:61,22,1048,821,10.7,15,1,1.5,FAIL,10,Yes,Yes,Sprint-5,4507.0,Apache-2.0
D0331, ,Frontend,11.4,India,Nova,pyhton,1172,677,2201,30,596,477,450,28/10/2023,00:00,34,919,831,8.9,1,13,11.0,Success,4,Yes,No,Sprint-10,2020.3,
D0190,Chris,DevOps,,Germany,Nova,Rust,999999,954,5280,22,724,50,73,2024-08-01,00:00,43,949,1888,13.8,18,1,60.0,Failed,10,No,Yes,Sprint-12,2417.0,
D0641, ,Frontend,0.1,USA,Atlas,python,-5,321,4022,159,675,158,442,2024-02-07,25:61,39,4125,2752,10.4,16,0,45.5,FAIL,6,Yes,Yes,Sprint-9,1988.6,
D0176,Chris,Frontend,,Germany,Atlas,TypeScript,999999,172,2449,96,356,249,124,2024-09-18,8PM,34,1308,1700,7.4,20,24,58.8,Success,8,No,No,Sprint-8,1569.0,
D0525, ,DevOps,,Germany,Forge,Python,154,828,3697,128,53,263,366,12/06/2023,25:61,93,3357,2798,12.9,17,21,21.1,Failed,7,No,Yes,Sprint-5,1751.9,MIT
D0201,Sam,DevOps,9.7,Germany,Forge,Python,-5,966,2809,14,499,284,425,2025-01-20,8PM,75,1182,1920,9.0,20,18,62.4, ,1,No,Yes,Sprint-10,3833.5,
D0254,Chris,Frontend,,USA,Nova,TypeScript,-5,910,3285,10,401,100,494,19/04/2025,00:00,82,4898,173,2.1,27,17,70.1,FAIL,4,No,Yes,Sprint-12,4523.2,MIT
D0124,Alex,Backend,0.2,USA,Atlas,Java,-5,212,1343,6,639,75,197,20/03/2025,25:61,11,1459,245,5.5,22,3,14.5, ,4,Yes,No,Sprint-4,736.4,Apache-2.0
D0076,Taylor,Frontend,,India,Nova,python,999999,649,313,23,882,356,414,2023-04-03,25:61,42,279,2009,0.4,9,10,10.6,Success,8,No,No,Sprint-3,466.3,GPL
D0697, ,DevOps,,India,Atlas,TypeScript,999999,781,38,198,630,36,333,24/07/2023,25:61,61,4446,2670,9.2,10,3,25.1,FAIL,0,Yes,Yes,Sprint-5,776.0,GPL
D0527,Sam,AI,9.2,India,Atlas,Python,999999,330,2780,6,684,34,465,28/09/2023,25:61,68,2818,2451,8.6,16,2,63.0,FAIL,2,No,Yes,Sprint-12,2141.3,Apache-2.0
D0248,Alex,DevOps,,USA,Atlas,Java,-5,413,1306,146,165,386,478,07/10/2024,25:61,2,2493,0,2.8,27,20,25.7,Success,9,No,Yes,Sprint-6,3017.4,Apache-2.0
D0109,Sam,Backend,,USA,Atlas, PYTHON,-5,61,910,8,280,378,347,09/12/2023,25:61,84,401,2985,4.5,10,8,41.7,FAIL,1,No,No,Sprint-6,3748.6,Apache-2.0
D0026,Sam,Frontend,,USA,Forge,python,999999,146,807,34,787,166,63,19/04/2023,25:61,78,2380,1038,11.9,0,0,71.6,Success,4,No,Yes,Sprint-5,2705.9,Apache-2.0
D0186,Chris,Platform,14.3,USA,Forge,python,999999,61,4878,46,545,250,199,2025-03-26,00:00,60,901,2636,13.1,1,8,14.3,Failed,0,Yes,No,Sprint-9,701.8,MIT
D0555,Taylor,DevOps,8.6,India,Atlas,Java,4217,278,148,177,838,374,421,06/11/2024,00:00,66,2686,1926,7.6,10,18,8.2,FAIL,2,No,Yes,Sprint-2,2768.3,Apache-2.0
D0163, ,AI,14.4,India,Atlas,python,999999,799,4003,106,337,426,183,03/06/2024,8PM,56,2148,348,0.7,3,6,40.3, ,0,Yes,No,Sprint-12,2010.7,Apache-2.0
D0392, ,DevOps,,Germany,Atlas,Python,1523,373,5825,104,439,296,213,15/02/2023,8PM,78,4089,2367,4.2,14,10,8.0, ,2,No,Yes,Sprint-2,703.3,
D0010,Chris,Frontend,,Germany,Atlas,Rust,999999,802,4344,63,678,252,242,2025-04-27,00:00,16,1590,283,4.8,28,9,10.0, ,1,No,Yes,Sprint-2,536.4,GPL
D0523,Taylor,AI,,Germany,Forge,python,-5,531,379,67,592,19,165,17/02/2025,25:61,72,362,259,9.7,19,5,61.9,FAIL,8,Yes,No,Sprint-5,1683.8,
D0336,Chris,DevOps,9.8,India,Forge,,-5,415,1449,40,336,55,261,2024-11-13,00:00,81,2156,1160,11.8,24,29,28.7,FAIL,4,Yes,No,Sprint-1,4680.0,MIT
D0569, ,DevOps,1.4,India,Forge,Java,-5,837,843,146,461,71,140,2025-05-14,25:61,76,4898,2217,1.2,2,12,60.7,FAIL,10,Yes,Yes,Sprint-6,2327.3,MIT
D0382,Chris,Frontend,8.1,USA,Atlas,Rust,2992,93,1862,76,57,61,171,14/02/2025,00:00,48,3791,2499,6.7,22,12,61.7,Failed,3,No,Yes,Sprint-2,1754.5,Apache-2.0
D0156,Alex,DevOps,1.3,USA,Forge,python,-5,81,5591,31,1,143,60,2024-01-15,8PM,40,1631,348,8.2,16,30,55.6,Success,8,Yes,No,Sprint-12,802.7,GPL
D0022,Chris,AI,0.2,India,Nova, PYTHON,999999,882,5182,158,487,171,307,03/08/2024,8PM,1,4546,1456,1.7,20,22,58.7,FAIL,1,No,No,Sprint-9,1298.7,
D0514,Sam,Platform,,India,Forge,,2178,263,1638,106,108,255,303,12/11/2024,25:61,71,4278,2858,7.0,4,16,3.9,Success,4,No,Yes,Sprint-10,3421.0,MIT
D0353, ,AI,,Germany,Forge,python,-5,809,72,102,247,184,407,25/05/2023,8PM,9,3599,1597,5.6,28,2,19.7,FAIL,7,Yes,No,Sprint-5,4343.5,MIT
D0547, ,Platform,3.7,Germany,Forge,pyhton,999999,942,2157,20,165,242,379,12/03/2023,8PM,5,1814,637,9.8,15,0,46.7,Failed,8,Yes,Yes,Sprint-4,4328.5,
D0068,Taylor,Platform,,India,Nova,Java,999999,700,1706,24,375,385,317,2025-02-06,25:61,3,3144,2982,3.3,18,8,40.7,Success,0,Yes,Yes,Sprint-2,3944.0,Apache-2.0
D0051,Taylor,Frontend,,USA,Nova,Go,758,401,5165,6,235,246,55,10/01/2025,8PM,77,3076,1446,11.8,21,3,42.0,FAIL,6,No,Yes,Sprint-3,3854.6,GPL
D0147, ,Frontend,7.1,Germany,Forge,pyhton,2794,839,5897,195,309,390,402,2025-06-09,25:61,3,418,2669,7.4,27,19,25.7,Failed,10,No,No,Sprint-12,2730.3,MIT
D0621, ,Platform,11.0,USA,Forge,Rust,22,137,2489,18,61,227,413,04/01/2025,25:61,55,3006,1,3.8,23,29,25.5,Success,8,No,No,Sprint-11,4630.6,MIT
D0645,Alex,Backend,,India,Atlas, PYTHON,-5,748,5091,44,80,128,329,2023-08-16,25:61,78,2985,1163,2.7,25,8,6.3,Failed,5,No,No,Sprint-10,3413.8,
D0165,Taylor,Backend,8.5,USA,Atlas,TypeScript,-5,908,3418,60,18,186,66,2024-05-12,00:00,72,3108,718,12.2,4,0,4.9, ,0,Yes,Yes,Sprint-4,2702.7,MIT
D0459,Chris,AI,,India,Nova,TypeScript,999999,444,2914,153,272,283,14,19/09/2023,8PM,7,326,1163,6.8,11,4,54.5, ,3,No,Yes,Sprint-10,3394.0,MIT
D0090,Taylor,Frontend,,USA,Forge,TypeScript,-5,538,2958,163,495,402,279,26/02/2023,25:61,27,3456,1676,6.7,18,19,4.0,FAIL,1,No,No,Sprint-5,3810.3,
D0115, ,Platform,,Germany,Nova,Java,1020,967,1114,73,983,252,361,2024-04-25,25:61,6,831,324,13.2,17,9,63.4,Failed,8,No,No,Sprint-3,1802.3,MIT
D0280,Chris,DevOps,,India,Forge,Python,4888,538,866,127,326,244,398,2023-01-21,00:00,50,2720,1477,1.4,1,18,18.0,Failed,4,Yes,No,Sprint-2,3987.9,Apache-2.0
D0541,Taylor,AI,,Germany,Nova,Java,999999,540,411,106,664,5,194,2024-10-11,00:00,95,284,402,13.0,21,7,4.2,Success,6,Yes,Yes,Sprint-4,4360.7,
D0082,Sam,Frontend,,India,Atlas,,-5,348,3743,33,954,160,233,2023-01-30,8PM,22,1631,1113,7.1,24,14,71.6,FAIL,9,Yes,Yes,Sprint-7,4774.9,
D0534,Chris,Frontend,,USA,Atlas,TypeScript,999999,145,5422,9,679,29,283,2024-03-24,00:00,37,718,734,10.9,21,10,42.9,FAIL,10,Yes,Yes,Sprint-7,1043.5,GPL
D0426,Taylor,DevOps,,Germany,Atlas,Rust,-5,840,1432,143,271,167,224,2023-07-21,00:00,89,1473,2958,9.5,19,15,49.2,Success,5,Yes,Yes,Sprint-12,1811.2,Apache-2.0
D0647, ,Backend,,Germany,Atlas,,999999,251,300,71,617,152,183,2023-11-11,25:61,33,386,418,4.5,16,28,0.9,Failed,2,Yes,No,Sprint-12,2066.4,
D0361, ,Backend,8.3,USA,Nova,Rust,999999,822,2892,96,274,494,30,2025-01-17,25:61,42,4824,2863,0.7,30,5,53.6,Failed,7,No,Yes,Sprint-6,246.9,MIT
D0602,Taylor,AI,,Germany,Nova,Java,2131,206,3559,10,849,401,251,2024-06-04,00:00,86,2677,1054,9.9,15,29,65.2,Success,8,No,Yes,Sprint-4,4117.2,GPL
D0354,Alex,AI,7.4,India,Nova,TypeScript,999999,324,3813,161,364,163,80,2024-12-21,00:00,39,1842,1946,0.1,7,28,69.9,Failed,4,No,Yes,Sprint-10,404.2,Apache-2.0
D0519,Taylor,AI,0.3,USA,Atlas,Rust,-5,939,1868,66,293,171,479,2025-05-31,25:61,9,2701,2605,12.7,6,7,46.8,Success,6,Yes,Yes,Sprint-3,1167.0,MIT
D0653,Sam,AI,1.1,India,Forge,Java,4202,241,5448,148,199,276,303,29/01/2023,00:00,85,2046,2334,4.4,9,29,63.0,FAIL,1,No,Yes,Sprint-7,1183.0,Apache-2.0
D0246,Chris,Frontend,,India,Forge,Python,-5,121,5049,51,442,233,171,19/04/2025,8PM,48,768,697,9.8,25,27,1.6,Failed,3,Yes,Yes,Sprint-4,4066.8,MIT
D0473, ,Backend,,Germany,Forge,Python,-5,20,259,80,829,2,57,2024-12-14,00:00,32,4498,1192,13.9,6,3,11.9,Success,9,Yes,No,Sprint-4,42.6,GPL
D0673,Taylor,AI,,India,Atlas,Go,2921,897,3163,3,728,332,351,17/04/2024,8PM,95,4478,1553,8.8,20,10,57.5,FAIL,9,No,No,Sprint-2,2096.6,Apache-2.0
D0490,Chris,AI,,India,Forge,python,2262,700,5032,125,984,294,80,02/06/2025,00:00,85,4828,174,6.9,9,0,4.1,FAIL,1,No,No,Sprint-7,2978.5,
D0477, ,DevOps,1.8,Germany,Atlas,python,1989,676,5605,87,561,186,197,2023-03-21,00:00,68,3254,2916,9.5,20,29,7.0, ,2,No,Yes,Sprint-2,2448.2,GPL
D0514,Taylor,Platform,,USA,Forge,Go,2974,511,5492,97,574,48,268,2023-01-28,8PM,66,516,1423,9.9,9,20,51.9, ,4,No,No,Sprint-5,4059.8,Apache-2.0
D0014, ,Frontend,,India,Atlas,Java,999999,317,5119,159,57,112,221,07/05/2025,00:00,80,338,2834,13.6,4,1,54.3,Success,9,Yes,No,Sprint-5,2008.3,
D0180,Alex,Platform,,Germany,Atlas,,999999,0,1543,64,350,404,311,18/03/2025,00:00,31,3596,1688,1.6,5,6,11.2,Failed,10,No,No,Sprint-11,1151.3,Apache-2.0
D0657,Alex,AI,7.1,USA,Atlas,pyhton,-5,295,1609,155,49,272,119,2023-02-09,25:61,94,4715,1694,4.4,27,25,17.9,Failed,2,No,Yes,Sprint-4,3540.3,MIT
D0249,Alex,AI,12.0,USA,Atlas,Rust,-5,955,5662,83,646,194,167,14/07/2023,00:00,4,4005,2890,9.0,16,11,25.7, ,5,Yes,Yes,Sprint-11,4535.4,GPL
D0438, ,Platform,2.6,USA,Forge,Go,999999,11,1014,143,514,48,336,2025-03-27,00:00,60,3862,1709,5.0,1,1,8.4,Failed,6,Yes,No,Sprint-3,3600.4,MIT
D0517,Alex,AI,2.4,India,Nova,,-5,190,5598,83,16,255,196,2025-03-21,8PM,4,274,2555,3.2,5,2,54.4,FAIL,2,No,No,Sprint-6,4818.5,GPL
D0032,Sam,Backend,,India,Atlas,Java,-5,872,945,5,753,63,278,2025-01-30,8PM,77,4038,989,5.6,8,12,4.5,Failed,5,Yes,Yes,Sprint-8,2514.8,Apache-2.0
D0305,Chris,DevOps,,USA,Forge, PYTHON,-5,706,5970,110,290,379,203,04/09/2024,25:61,64,2054,1809,5.5,10,3,64.3,Failed,3,Yes,Yes,Sprint-10,3939.4,MIT
D0231,Sam,Platform,6.1,India,Atlas,python,999999,839,2968,107,435,441,440,28/05/2023,00:00,100,4039,1716,13.9,19,3,9.2,Success,1,No,Yes,Sprint-1,4461.9,Apache-2.0
D0079,Chris,Platform,9.1,Germany,Atlas,Go,999999,360,855,8,674,328,221,05/10/2023,25:61,92,1070,244,3.1,30,4,51.1,FAIL,5,No,Yes,Sprint-1,2458.7,MIT
D0065,Alex,Frontend,,Germany,Atlas,Go,-5,53,5358,12,348,150,182,2023-12-28,8PM,58,4821,62,1.3,3,18,22.3,Success,3,No,Yes,Sprint-8,1979.4,
D0488,Sam,DevOps,10.8,USA,Nova,python,4277,49,1480,94,931,273,358,2025-03-19,00:00,27,1811,952,6.9,5,4,36.0, ,3,No,Yes,Sprint-2,59.6,
D0330,Alex,AI,3.4,USA,Nova,,3728,219,5841,47,505,373,276,12/10/2024,00:00,37,1521,933,1.2,5,25,31.0,Success,8,No,Yes,Sprint-1,4527.6,
D0359,Alex,Backend,10.7,USA,Nova, PYTHON,-5,877,2752,98,430,421,103,2023-07-30,8PM,50,1936,1231,4.0,26,4,20.3,FAIL,7,No,No,Sprint-12,166.9,MIT
D0030,Sam,AI,4.7,India,Atlas,TypeScript,817,589,5015,7,937,441,3,08/02/2024,25:61,24,411,606,11.0,22,27,56.9,Failed,7,Yes,No,Sprint-9,4689.8,GPL
D0161,Alex,AI,7.0,Germany,Nova,pyhton,999999,447,5516,118,43,297,102,2023-03-26,8PM,26,3541,2969,0.3,17,1,63.8,Success,9,Yes,No,Sprint-6,4564.4,Apache-2.0
D0517, ,DevOps,,Germany,Atlas,,999999,741,3480,37,261,306,193,28/10/2023,00:00,34,1762,629,4.8,29,11,44.9,Success,4,Yes,Yes,Sprint-10,3362.8,GPL
D0350,Alex,DevOps,4.4,Germany,Forge,Python,999999,418,919,96,991,118,82,2024-06-14,8PM,27,809,1258,11.6,14,14,63.3,Success,1,Yes,Yes,Sprint-10,2767.1,MIT
D0465,Taylor,Backend,,Germany,Nova,Python,-5,487,5363,16,68,370,217,19/10/2024,8PM,57,3957,2590,0.3,1,28,28.2,FAIL,6,No,No,Sprint-2,3311.1,Apache-2.0
D0079,Alex,Platform,8.1,USA,Forge, PYTHON,944,617,280,78,498,108,49,2024-03-30,00:00,81,1793,844,8.2,22,14,25.6,Failed,5,Yes,Yes,Sprint-1,991.1,GPL
D0103,Chris,Frontend,,India,Forge,Python,4669,733,4286,174,337,349,93,2024-07-08,8PM,35,3438,1702,9.9,16,17,11.5,FAIL,8,No,Yes,Sprint-11,2953.8,MIT
D0283,Chris,Frontend,,USA,Forge,pyhton,999999,138,1109,136,743,257,184,12/04/2025,8PM,11,3886,877,11.8,2,21,71.7,Success,9,Yes,Yes,Sprint-12,4188.0,
D0258,Alex,DevOps,4.8,India,Nova,Go,3622,926,5023,73,335,388,9,31/03/2023,8PM,69,3406,1827,0.6,9,11,53.4,Failed,2,No,Yes,Sprint-8,4113.4,MIT
D0546,Sam,Backend,,Germany,Forge,Python,-5,770,421,36,276,1,460,2023-10-17,8PM,92,4741,2438,4.4,10,8,51.4,Success,4,No,No,Sprint-3,1485.3,MIT
D0472,Alex,AI,,USA,Atlas,,-5,7,4167,157,522,204,426,11/11/2023,00:00,15,557,2496,12.4,8,23,13.9,FAIL,10,Yes,No,Sprint-11,3925.6,
D0183,Chris,Platform,,India,Forge,Java,397,286,5754,170,95,374,180,29/01/2023,00:00,53,3703,2863,8.8,29,21,38.2,Failed,8,Yes,No,Sprint-7,4042.4,GPL
D0428, ,AI,7.6,India,Forge,python,-5,821,2646,79,167,69,282,2023-05-31,00:00,5,4908,1688,13.1,17,4,69.4, ,1,Yes,Yes,Sprint-4,2554.3,Apache-2.0
D0694, ,DevOps,12.5,India,Nova,Rust,-5,169,3170,172,610,34,279,04/07/2024,25:61,35,1651,2979,12.0,15,27,60.8,Success,2,No,No,Sprint-4,4906.6,
D0439, ,Frontend,13.8,USA,Nova,python,999999,519,1651,104,391,463,63,12/06/2024,8PM,59,4829,2472,5.2,5,29,56.3, ,9,Yes,No,Sprint-3,3614.7,
D0622, ,Platform,,USA,Atlas, PYTHON,4791,575,2563,80,608,57,448,10/01/2023,8PM,27,4054,823,9.1,17,5,20.0, ,4,No,Yes,Sprint-1,3240.7,
D0159,Taylor,Backend,9.5,USA,Forge,Go,4042,946,4155,174,227,220,215,2024-03-08,00:00,97,3587,1305,3.7,30,16,16.2,Success,10,No,No,Sprint-11,3086.1,
D0441,Chris,AI,,USA,Forge,Rust,999999,711,4138,184,277,70,170,01/11/2024,8PM,76,3601,2229,7.2,3,5,65.0,Failed,2,No,No,Sprint-9,2746.5,
D0477,Alex,Frontend,0.5,Germany,Forge,,999999,779,835,66,438,192,299,09/03/2024,25:61,93,809,2605,2.6,5,13,64.0,FAIL,3,Yes,Yes,Sprint-3,582.6,Apache-2.0
D0564, ,Frontend,8.2,USA,Nova,,999999,628,4771,131,12,48,164,31/10/2024,25:61,26,942,546,7.7,22,2,59.5, ,9,No,No,Sprint-10,1448.0,GPL
D0204, ,Frontend,,USA,Forge,Go,140,307,5352,110,884,147,232,2023-07-20,25:61,85,1672,1375,1.4,23,1,59.9,Success,4,Yes,No,Sprint-8,1446.5,MIT
D0498,Chris,AI,14.8,Germany,Atlas,,487,609,709,49,170,87,283,02/11/2023,00:00,41,1909,1845,10.8,30,24,46.2, ,4,No,Yes,Sprint-1,1365.2,
D0374,Sam,Frontend,,Germany,Nova,Go,999999,675,877,19,424,163,7,2023-10-29,8PM,19,4440,894,6.1,11,4,46.0,Success,4,No,No,Sprint-8,2590.0,GPL
D0502, ,Backend,7.0,India,Nova,,313,10,2523,35,968,22,186,2023-08-22,25:61,21,178,1468,2.4,25,12,27.7,FAIL,1,No,Yes,Sprint-4,627.9,MIT
D0561,Alex,Frontend,9.7,USA,Nova,Go,-5,733,4300,186,518,474,207,16/01/2025,8PM,61,11,1024,3.2,2,19,45.1,Failed,8,No,No,Sprint-7,2431.9,Apache-2.0
D0509,Alex,DevOps,6.7,USA,Forge,Java,999999,253,3979,162,177,338,278,05/12/2024,00:00,89,2301,2644,13.0,6,27,1.3,Success,4,No,No,Sprint-11,3702.0,MIT
D0025,Sam,AI,,India,Forge,TypeScript,-5,449,4495,142,20,45,149,2024-12-29,25:61,74,1711,709,9.9,27,12,44.6,Success,9,Yes,Yes,Sprint-5,385.1,GPL
D0045,Sam,Frontend,,Germany,Nova,Java,-5,806,4071,78,979,220,41,29/01/2025,25:61,18,3240,1854,8.0,9,15,71.7,Success,10,No,Yes,Sprint-2,4932.3,Apache-2.0
D0409,Alex,Platform,,Germany,Atlas,Python,-5,986,2143,119,818,454,182,18/07/2024,8PM,12,2524,2830,4.5,22,0,11.2,FAIL,3,No,Yes,Sprint-5,2527.5,GPL
D0163,Sam,AI,,Germany,Nova,Rust,3696,584,4334,17,479,492,168,28/01/2025,00:00,76,3957,630,6.2,25,29,46.5,Failed,6,No,Yes,Sprint-2,1726.4,Apache-2.0
D0541,Taylor,Frontend,10.1,Germany,Forge, PYTHON,-5,442,3270,167,632,297,448,2024-05-07,00:00,19,698,1439,4.2,8,22,45.2,Failed,8,Yes,Yes,Sprint-4,2509.2,MIT
D0261,Taylor,Frontend,12.4,India,Forge, PYTHON,2782,37,3264,48,325,483,168,30/09/2024,00:00,79,4560,2391,4.1,8,28,57.8,Success,6,No,No,Sprint-1,2043.3,GPL
D0167,Sam,DevOps,,India,Nova,Java,-5,486,4288,93,515,201,124,20/09/2024,25:61,15,340,2498,9.9,3,11,24.7,FAIL,10,No,No,Sprint-2,2337.8,MIT
D0044,Sam,DevOps,,Germany,Nova,python,4290,755,5491,180,545,470,270,24/04/2025,25:61,22,1133,1203,3.4,24,28,25.0,Failed,0,Yes,No,Sprint-1,1955.8,
D0068,Taylor,DevOps,,India,Forge,,-5,939,4117,157,928,483,83,08/03/2024,00:00,100,2487,1600,13.0,22,2,22.3,FAIL,7,No,Yes,Sprint-5,3494.4,Apache-2.0
D0081,Sam,AI,,Germany,Atlas,python,999999,196,3687,146,298,192,348,2024-10-01,25:61,29,391,2412,5.0,22,7,50.2,Success,9,Yes,No,Sprint-1,442.5,Apache-2.0
D0268,Alex,Platform,7.3,Germany,Atlas,Python,999999,349,1436,182,588,198,86,2023-12-23,25:61,4,2536,434,4.7,0,30,19.9,Failed,8,Yes,No,Sprint-2,4004.3,
D0132,Taylor,Frontend,,India,Atlas, PYTHON,4483,492,4576,169,61,118,76,03/06/2023,25:61,74,88,1941,5.8,2,2,38.5,Failed,6,Yes,No,Sprint-9,1368.3,Apache-2.0
D0491,Alex,AI,,India,Nova, PYTHON,999999,589,4428,87,771,486,221,2023-05-09,00:00,59,4736,1154,10.9,20,13,68.9,Failed,7,No,Yes,Sprint-6,2962.7,Apache-2.0
D0243,Sam,Backend,2.1,USA,Atlas, PYTHON,999999,673,4719,172,945,55,173,2024-01-13,8PM,22,3544,1944,5.1,26,28,42.1,FAIL,6,Yes,Yes,Sprint-3,647.9,Apache-2.0
D0299,Taylor,DevOps,10.7,Germany,Forge,python,999999,163,5232,73,341,140,339,13/09/2024,00:00,60,1432,245,12.4,20,18,71.8,FAIL,6,No,No,Sprint-6,3934.8,GPL
